Date,Hour,Market Demand,Ontario Demand
2017-02-08,20,21159,19332
2017-02-08,21,20959,19035
2017-02-08,22,19744,18295
2017-02-08,23,19105,17235
2017-02-08,24,17478,16045
2017-02-09,1,17509,15379
2017-02-09,2,17265,15047
2017-02-09,3,17498,14864
2017-02-09,4,17330,14844
2017-02-09,5,17183,14936
2017-02-09,6,17760,15655
2017-02-09,7,18718,17010
2017-02-09,8,20083,18363
2017-02-09,9,20541,18569
2017-02-09,10,20331,18096
2017-02-09,11,19930,17518
2017-02-09,12,19806,17282
2017-02-09,13,19774,16978
2017-02-09,14,19548,16756
2017-02-09,15,19535,16684
2017-02-09,16,19876,17027
2017-02-09,17,20679,17791
2017-02-09,18,21558,18857
2017-02-09,19,22339,19570
2017-02-09,20,22281,19469
2017-02-09,21,21582,19169
2017-02-09,22,20831,18505
2017-02-09,23,19843,17411
2017-02-09,24,18576,16164
2017-02-10,1,17987,15423
2017-02-10,2,17680,14983
2017-02-10,3,17267,14784
2017-02-10,4,17282,14857
2017-02-10,5,17362,14937
2017-02-10,6,18033,15573
2017-02-10,7,19572,16952
2017-02-10,8,20337,18238
2017-02-10,9,20013,18272
2017-02-10,10,19593,17875
2017-02-10,11,19519,17799
2017-02-10,12,19358,17465
2017-02-10,13,19532,17551
2017-02-10,14,20300,17663
2017-02-10,15,20314,17715
2017-02-10,16,20400,17807
2017-02-10,17,20591,18215
2017-02-10,18,20892,18839
2017-02-10,19,21613,19274
2017-02-10,20,21056,18942
2017-02-10,21,20761,18562
2017-02-10,22,20301,17889
2017-02-10,23,19426,16843
2017-02-10,24,18204,15722
2017-02-11,1,17283,14873
2017-02-11,2,16887,14346
2017-02-11,3,16292,13947
2017-02-11,4,16280,13827
2017-02-11,5,16441,13812
2017-02-11,6,16662,14072
2017-02-11,7,17032,14627
2017-02-11,8,17279,15310
2017-02-11,9,18144,15932
2017-02-11,10,18951,16566
2017-02-11,11,19078,16780
2017-02-11,12,18723,16760
2017-02-11,13,18286,16574
2017-02-11,14,18440,16270
2017-02-11,15,18035,16170
2017-02-11,16,18114,16178
2017-02-11,17,18315,16594
2017-02-11,18,18813,17261
2017-02-11,19,19210,17695
2017-02-11,20,18711,17281
2017-02-11,21,18074,16750
2017-02-11,22,17387,16214
2017-02-11,23,17154,15434
2017-02-11,24,16628,14596
2017-02-12,1,16142,13958
2017-02-12,2,15829,13536
2017-02-12,3,15720,13299
2017-02-12,4,15397,13188
2017-02-12,5,15583,13190
2017-02-12,6,15843,13465
2017-02-12,7,15962,13967
2017-02-12,8,16115,14582
2017-02-12,9,16870,15250
2017-02-12,10,17645,15928
2017-02-12,11,18088,16434
2017-02-12,12,18378,16833
2017-02-12,13,18372,16780
2017-02-12,14,18155,16524
2017-02-12,15,17975,16299
2017-02-12,16,18369,16377
2017-02-12,17,18989,16831
2017-02-12,18,19612,17564
2017-02-12,19,20269,18043
2017-02-12,20,19813,17687
2017-02-12,21,19277,17248
2017-02-12,22,18852,16679
2017-02-12,23,18302,15865
2017-02-12,24,17619,14987
2017-02-13,1,16851,14264
2017-02-13,2,16566,13912
2017-02-13,3,16253,13691
2017-02-13,4,16348,13680
2017-02-13,5,16488,13913
2017-02-13,6,17131,14530
2017-02-13,7,18409,15900
2017-02-13,8,19376,17328
2017-02-13,9,19707,17556
2017-02-13,10,19744,17645
2017-02-13,11,19747,17699
2017-02-13,12,19661,17612
2017-02-13,13,19405,17436
2017-02-13,14,19178,17375
2017-02-13,15,18676,17183
2017-02-13,16,19150,17339
2017-02-13,17,19389,17790
2017-02-13,18,20060,18508
2017-02-13,19,20803,19140
2017-02-13,20,20376,18911
2017-02-13,21,19986,18569
2017-02-13,22,19695,17863
2017-02-13,23,18869,16778
2017-02-13,24,17629,15594
2017-02-14,1,16867,14756
2017-02-14,2,16402,14301
2017-02-14,3,16584,14143
2017-02-14,4,16332,14078
2017-02-14,5,16533,14192
2017-02-14,6,16925,14670
2017-02-14,7,18339,16110
2017-02-14,8,19424,17316
2017-02-14,9,19578,17298
2017-02-14,10,19379,17133
2017-02-14,11,19184,16878
2017-02-14,12,18872,16568
2017-02-14,13,18553,16248
2017-02-14,14,18542,16233
2017-02-14,15,18644,16365
2017-02-14,16,19201,16755
2017-02-14,17,19519,17244
2017-02-14,18,20141,17921
2017-02-14,19,20669,18412
2017-02-14,20,20341,18268
2017-02-14,21,19944,17966
2017-02-14,22,19301,17286
2017-02-14,23,18301,16193
2017-02-14,24,17315,15136
2017-02-15,1,16674,14393
2017-02-15,2,16387,14024
2017-02-15,3,16042,13813
2017-02-15,4,15778,13611
2017-02-15,5,15952,13760
2017-02-15,6,16708,14367
2017-02-15,7,17834,15706
2017-02-15,8,18817,16921
2017-02-15,9,19267,17054
2017-02-15,10,19492,16883
2017-02-15,11,19380,16849
2017-02-15,12,19526,16915
2017-02-15,13,19459,16859
2017-02-15,14,19461,16863
2017-02-15,15,19357,16878
2017-02-15,16,19717,17182
2017-02-15,17,20299,17765
2017-02-15,18,20476,18405
2017-02-15,19,21266,18889
2017-02-15,20,21159,18875
2017-02-15,21,20738,18553
2017-02-15,22,19536,17905
2017-02-15,23,18524,16814
2017-02-15,24,17719,15594
2017-02-16,1,16987,14853
2017-02-16,2,16961,14533
2017-02-16,3,16591,14355
2017-02-16,4,16559,14319
2017-02-16,5,16880,14508
2017-02-16,6,17524,15166
2017-02-16,7,18984,16552
2017-02-16,8,20300,17926
2017-02-16,9,19990,18057
2017-02-16,10,19304,17574
2017-02-16,11,18967,17220
2017-02-16,12,19151,17016
2017-02-16,13,18952,16855
2017-02-16,14,18590,16714
2017-02-16,15,18479,16634
2017-02-16,16,18672,16833
2017-02-16,17,19182,17445
2017-02-16,18,19744,18384
2017-02-16,19,20430,19099
2017-02-16,20,20460,19171
2017-02-16,21,20153,18852
2017-02-16,22,19256,18133
2017-02-16,23,18168,17114
2017-02-16,24,17632,16053
2017-02-17,1,16527,15241
2017-02-17,2,16345,14884
2017-02-17,3,16136,14634
2017-02-17,4,16144,14520
2017-02-17,5,16233,14665
2017-02-17,6,17222,15225
2017-02-17,7,18552,16503
2017-02-17,8,19008,17567
2017-02-17,9,19099,17485
2017-02-17,10,19054,17091
2017-02-17,11,18911,16719
2017-02-17,12,18805,16391
2017-02-17,13,18335,16025
2017-02-17,14,18456,15925
2017-02-17,15,18119,15926
2017-02-17,16,18596,16176
2017-02-17,17,18883,16746
2017-02-17,18,18959,17492
2017-02-17,19,19169,18031
2017-02-17,20,19200,17920
2017-02-17,21,19238,17468
2017-02-17,22,18675,16927
2017-02-17,23,18012,15900
2017-02-17,24,17029,14683
2017-02-18,1,16427,13796
2017-02-18,2,15938,13237
2017-02-18,3,15607,12896
2017-02-18,4,15755,12779
2017-02-18,5,15706,12780
2017-02-18,6,15782,12981
2017-02-18,7,15952,13407
2017-02-18,8,16387,14106
2017-02-18,9,16419,14185
2017-02-18,10,16574,14064
2017-02-18,11,16314,13819
2017-02-18,12,16029,13559
2017-02-18,13,15955,13160
2017-02-18,14,15533,12853
2017-02-18,15,15417,12758
2017-02-18,16,15574,12883
2017-02-18,17,16080,13644
2017-02-18,18,17201,14694
2017-02-18,19,18134,15551
2017-02-18,20,18098,15445
2017-02-18,21,17691,15001
2017-02-18,22,16819,14491
2017-02-18,23,16328,13890
2017-02-18,24,15834,13132
2017-02-19,1,15199,12606
2017-02-19,2,14955,12175
2017-02-19,3,14384,11982
2017-02-19,4,14304,11867
2017-02-19,5,14362,11913
2017-02-19,6,14580,12050
2017-02-19,7,15090,12471
2017-02-19,8,15139,12792
2017-02-19,9,15268,13005
2017-02-19,10,15300,12963
2017-02-19,11,15374,12809
2017-02-19,12,15491,12740
2017-02-19,13,15709,12640
2017-02-19,14,15244,12521
2017-02-19,15,15268,12491
2017-02-19,16,15240,12779
2017-02-19,17,15978,13578
2017-02-19,18,16841,14720
2017-02-19,19,17386,15498
2017-02-19,20,17293,15488
2017-02-19,21,17237,15208
2017-02-19,22,16625,14710
2017-02-19,23,16203,14095
2017-02-19,24,15906,13447
2017-02-20,1,15266,12933
2017-02-20,2,15004,12574
2017-02-20,3,14629,12389
2017-02-20,4,14640,12340
2017-02-20,5,14741,12448
2017-02-20,6,14858,12788
2017-02-20,7,15535,13329
2017-02-20,8,15891,13729
2017-02-20,9,15473,13530
2017-02-20,10,15833,13499
2017-02-20,11,16149,13479
2017-02-20,12,16269,13544
2017-02-20,13,16178,13544
2017-02-20,14,15631,13253
2017-02-20,15,15499,13331
2017-02-20,16,15886,13648
2017-02-20,17,16415,14480
2017-02-20,18,17942,15809
2017-02-20,19,18795,16597
2017-02-20,20,18604,16389
2017-02-20,21,18189,16172
2017-02-20,22,17726,15523
2017-02-20,23,17023,14630
2017-02-20,24,16339,13721
2017-02-21,1,16098,13135
2017-02-21,2,15869,12886
2017-02-21,3,15771,12748
2017-02-21,4,15720,12709
2017-02-21,5,15823,12843
2017-02-21,6,16537,13537
2017-02-21,7,17662,14983
2017-02-21,8,18733,16257
2017-02-21,9,18989,16311
2017-02-21,10,18734,16236
2017-02-21,11,18532,16093
2017-02-21,12,18818,16132
2017-02-21,13,18330,16138
2017-02-21,14,17698,16185
2017-02-21,15,17995,16322
2017-02-21,16,18285,16618
2017-02-21,17,18600,17023
2017-02-21,18,19077,17515
2017-02-21,19,19608,17951
2017-02-21,20,19439,17753
2017-02-21,21,18881,17331
2017-02-21,22,18146,16701
2017-02-21,23,17190,15592
2017-02-21,24,15949,14334
2017-02-22,1,15674,13597
2017-02-22,2,15201,13153
2017-02-22,3,14862,12837
2017-02-22,4,14697,12798
2017-02-22,5,14685,12896
2017-02-22,6,15139,13512
2017-02-22,7,16496,14804
2017-02-22,8,17771,16132
2017-02-22,9,18184,16244
2017-02-22,10,17935,16072
2017-02-22,11,17673,15954
2017-02-22,12,17586,15909
2017-02-22,13,17270,15723
2017-02-22,14,17124,15584
2017-02-22,15,16964,15438
2017-02-22,16,17349,15560
2017-02-22,17,17774,16009
2017-02-22,18,18423,16719
2017-02-22,19,19011,17057
2017-02-22,20,19177,17005
2017-02-22,21,18671,16613
2017-02-22,22,18316,15871
2017-02-22,23,17543,14856
2017-02-22,24,16551,13748
2017-02-23,1,15730,12933
2017-02-23,2,15166,12478
2017-02-23,3,14950,12238
2017-02-23,4,14966,12124
2017-02-23,5,15201,12227
2017-02-23,6,15713,12803
2017-02-23,7,16934,14061
2017-02-23,8,17937,15408
2017-02-23,9,17782,15412
2017-02-23,10,17956,15503
2017-02-23,11,17718,15291
2017-02-23,12,17774,15077
2017-02-23,13,17486,14914
2017-02-23,14,17518,14742
2017-02-23,15,17139,14529
2017-02-23,16,17174,14721
2017-02-23,17,17765,15447
2017-02-23,18,18333,16229
2017-02-23,19,18655,16832
2017-02-23,20,18594,16955
2017-02-23,21,18493,16786
2017-02-23,22,17782,16188
2017-02-23,23,16534,15164
2017-02-23,24,15498,14073
2017-02-24,1,14902,13231
2017-02-24,2,14136,12781
2017-02-24,3,14102,12606
2017-02-24,4,14032,12534
2017-02-24,5,14153,12513
2017-02-24,6,14882,13207
2017-02-24,7,16057,14503
2017-02-24,8,17347,15829
2017-02-24,9,18038,16281
2017-02-24,10,18086,16337
2017-02-24,11,18053,16442
2017-02-24,12,18109,16438
2017-02-24,13,17506,16154
2017-02-24,14,17520,16193
2017-02-24,15,17578,16177
2017-02-24,16,17347,16144
2017-02-24,17,17541,16461
2017-02-24,18,17885,16786
2017-02-24,19,18143,17064
2017-02-24,20,17965,16866
2017-02-24,21,17774,16577
2017-02-24,22,17511,15911
2017-02-24,23,16701,14955
2017-02-24,24,16215,13876
2017-02-25,1,15616,13143
2017-02-25,2,15369,12697
2017-02-25,3,14744,12372
2017-02-25,4,14456,12200
2017-02-25,5,14381,12162
2017-02-25,6,14762,12412
2017-02-25,7,15730,12951
2017-02-25,8,16001,13620
2017-02-25,9,16526,14215
2017-02-25,10,16946,14743
2017-02-25,11,17510,14974
2017-02-25,12,17754,15084
2017-02-25,13,17631,15000
2017-02-25,14,17696,14879
2017-02-25,15,17466,14871
2017-02-25,16,17335,14968
2017-02-25,17,17856,15289
2017-02-25,18,18497,15964
2017-02-25,19,18947,16392
2017-02-25,20,18505,16124
2017-02-25,21,18061,15747
2017-02-25,22,17594,15308
2017-02-25,23,16740,14593
2017-02-25,24,16097,13830
2017-02-26,1,15873,13250
2017-02-26,2,15716,12902
2017-02-26,3,15392,12737
2017-02-26,4,15100,12584
2017-02-26,5,14906,12563
2017-02-26,6,15538,12756
2017-02-26,7,16124,13215
2017-02-26,8,16741,13713
2017-02-26,9,16778,14099
2017-02-26,10,16701,14264
2017-02-26,11,16609,14183
2017-02-26,12,16562,14057
2017-02-26,13,16735,13889
2017-02-26,14,16647,13769
2017-02-26,15,16610,13714
2017-02-26,16,16718,13955
2017-02-26,17,17297,14764
2017-02-26,18,18289,15919
2017-02-26,19,19244,16735
2017-02-26,20,19341,16761
2017-02-26,21,19003,16428
2017-02-26,22,18108,15757
2017-02-26,23,17467,14921
2017-02-26,24,16777,14053
2017-02-27,1,16180,13392
2017-02-27,2,15792,12999
2017-02-27,3,15392,12763
2017-02-27,4,15413,12699
2017-02-27,5,15907,12907
2017-02-27,6,16461,13577
2017-02-27,7,17135,14974
2017-02-27,8,18179,16249
2017-02-27,9,18268,16149
2017-02-27,10,17953,15777
2017-02-27,11,17647,15517
2017-02-27,12,17820,15346
2017-02-27,13,17784,15209
2017-02-27,14,17517,15069
2017-02-27,15,17274,14998
2017-02-27,16,17592,15207
2017-02-27,17,18138,15876
2017-02-27,18,18867,16876
2017-02-27,19,19326,17527
2017-02-27,20,19336,17771
2017-02-27,21,18843,17311
2017-02-27,22,18203,16731
2017-02-27,23,17280,15744
2017-02-27,24,16175,14544
2017-02-28,1,15398,13756
2017-02-28,2,15313,13416
2017-02-28,3,15160,13274
2017-02-28,4,15366,13160
2017-02-28,5,15179,13325
2017-02-28,6,15988,13939
2017-02-28,7,16552,15296
2017-02-28,8,17574,16138
2017-02-28,9,17362,15888
2017-02-28,10,17763,15921
2017-02-28,11,17929,15796
2017-02-28,12,18259,15895
2017-02-28,13,18130,15821
2017-02-28,14,17871,15933
2017-02-28,15,17889,15973
2017-02-28,16,18054,16221
2017-02-28,17,18413,16643
2017-02-28,18,18789,17056
2017-02-28,19,19029,17434
2017-02-28,20,19124,17407
2017-02-28,21,18709,16778
2017-02-28,22,17828,16176
2017-02-28,23,16827,15152
2017-02-28,24,16207,14020
2017-03-01,1,15363,13245
2017-03-01,2,15104,12870
2017-03-01,3,14492,12680
2017-03-01,4,14712,12666
2017-03-01,5,14592,12607
2017-03-01,6,15403,13334
2017-03-01,7,16458,14337
2017-03-01,8,17553,15660
2017-03-01,9,17771,15918
2017-03-01,10,17834,15850
2017-03-01,11,17903,15728
2017-03-01,12,18048,15859
2017-03-01,13,18096,15914
2017-03-01,14,18112,15884
2017-03-01,15,17893,15907
2017-03-01,16,18141,15998
2017-03-01,17,18765,16456
2017-03-01,18,18916,16799
2017-03-01,19,19199,17315
2017-03-01,20,19199,17300
2017-03-01,21,19072,17041
2017-03-01,22,18200,16352
2017-03-01,23,17338,15433
2017-03-01,24,16556,14495
2017-03-02,1,16161,13892
2017-03-02,2,15528,13520
2017-03-02,3,15396,13398
2017-03-02,4,15515,13376
2017-03-02,5,15715,13458
2017-03-02,6,16553,14242
2017-03-02,7,17988,15576
2017-03-02,8,19159,16864
2017-03-02,9,19421,17056
2017-03-02,10,19162,16906
2017-03-02,11,18675,16499
2017-03-02,12,18019,16010
2017-03-02,13,18114,15844
2017-03-02,14,18386,15837
2017-03-02,15,18423,15894
2017-03-02,16,18407,16114
2017-03-02,17,19161,16875
2017-03-02,18,19646,17675
2017-03-02,19,20499,18694
2017-03-02,20,20516,18873
2017-03-02,21,20454,18784
2017-03-02,22,19801,18175
2017-03-02,23,18453,16982
2017-03-02,24,17989,15947
2017-03-03,1,17177,15029
2017-03-03,2,16709,14543
2017-03-03,3,16760,14443
2017-03-03,4,16512,14326
2017-03-03,5,16798,14530
2017-03-03,6,17438,15170
2017-03-03,7,18263,16162
2017-03-03,8,19007,17210
2017-03-03,9,19101,17016
2017-03-03,10,18884,16813
2017-03-03,11,19316,16702
2017-03-03,12,18496,16569
2017-03-03,13,18274,16352
2017-03-03,14,18735,16321
2017-03-03,15,18872,16437
2017-03-03,16,18873,16513
2017-03-03,17,18706,17129
2017-03-03,18,20070,17983
2017-03-03,19,20706,18792
2017-03-03,20,20755,18827
2017-03-03,21,20379,18545
2017-03-03,22,19647,18005
2017-03-03,23,18863,17005
2017-03-03,24,18030,15818
2017-03-04,1,17149,14903
2017-03-04,2,16545,14462
2017-03-04,3,16359,14188
2017-03-04,4,16405,14161
2017-03-04,5,16336,14311
2017-03-04,6,16562,14654
2017-03-04,7,17432,15309
2017-03-04,8,18034,15994
2017-03-04,9,17838,16046
2017-03-04,10,17754,15995
2017-03-04,11,18058,16077
2017-03-04,12,18315,16024
2017-03-04,13,17988,15780
2017-03-04,14,17571,15532
2017-03-04,15,17287,15179
2017-03-04,16,17179,15104
2017-03-04,17,17879,15751
2017-03-04,18,19413,16865
2017-03-04,19,20157,17834
2017-03-04,20,20357,18127
2017-03-04,21,19869,17795
2017-03-04,22,19015,17119
2017-03-04,23,18207,16251
2017-03-04,24,17129,15468
2017-03-05,1,17231,14919
2017-03-05,2,17165,14566
2017-03-05,3,16973,14278
2017-03-05,4,16811,14123
2017-03-05,5,16720,13984
2017-03-05,6,17007,14215
2017-03-05,7,17594,14761
2017-03-05,8,17744,14919
2017-03-05,9,17880,14665
2017-03-05,10,17767,14588
2017-03-05,11,18144,14920
2017-03-05,12,18167,15109
2017-03-05,13,18088,14960
2017-03-05,14,17761,14770
2017-03-05,15,17780,14674
2017-03-05,16,18070,14919
2017-03-05,17,18662,15764
2017-03-05,18,19994,16895
2017-03-05,19,20622,17625
2017-03-05,20,20641,17690
2017-03-05,21,20067,17216
2017-03-05,22,19499,16594
2017-03-05,23,18144,15564
2017-03-05,24,17358,14760
2017-03-06,1,16804,14053
2017-03-06,2,16426,13743
2017-03-06,3,16107,13521
2017-03-06,4,16278,13593
2017-03-06,5,16308,13680
2017-03-06,6,16900,14271
2017-03-06,7,18254,15651
2017-03-06,8,19570,16929
2017-03-06,9,20007,17226
2017-03-06,10,19729,17035
2017-03-06,11,19695,16936
2017-03-06,12,19735,16815
2017-03-06,13,19657,16670
2017-03-06,14,19650,16705
2017-03-06,15,19545,16693
2017-03-06,16,19693,16831
2017-03-06,17,19864,17019
2017-03-06,18,19979,17461
2017-03-06,19,20587,18033
2017-03-06,20,20584,17896
2017-03-06,21,20329,17446
2017-03-06,22,19302,16615
2017-03-06,23,18325,15501
2017-03-06,24,17007,14228
2017-03-07,1,16356,13446
2017-03-07,2,15682,12994
2017-03-07,3,15503,12756
2017-03-07,4,15230,12650
2017-03-07,5,15178,12705
2017-03-07,6,15808,13303
2017-03-07,7,17341,14560
2017-03-07,8,18605,15961
2017-03-07,9,18704,16445
2017-03-07,10,18859,16388
2017-03-07,11,18957,16405
2017-03-07,12,19059,16408
2017-03-07,13,18929,16246
2017-03-07,14,18932,16261
2017-03-07,15,18767,16087
2017-03-07,16,19047,16294
2017-03-07,17,19472,16727
2017-03-07,18,19734,17168
2017-03-07,19,19602,17290
2017-03-07,20,19764,17467
2017-03-07,21,19140,17019
2017-03-07,22,18361,16158
2017-03-07,23,16991,15046
2017-03-07,24,15935,14017
2017-03-08,1,15684,13400
2017-03-08,2,15179,12804
2017-03-08,3,14706,12502
2017-03-08,4,14666,12383
2017-03-08,5,14865,12505
2017-03-08,6,15367,13161
2017-03-08,7,17252,14556
2017-03-08,8,18087,15435
2017-03-08,9,17994,15107
2017-03-08,10,17164,14630
2017-03-08,11,16917,14377
2017-03-08,12,16967,14634
2017-03-08,13,16917,14774
2017-03-08,14,16983,14914
2017-03-08,15,16884,14838
2017-03-08,16,16369,14951
2017-03-08,17,17280,15803
2017-03-08,18,17598,16470
2017-03-08,19,18663,17172
2017-03-08,20,18811,17375
2017-03-08,21,18636,17038
2017-03-08,22,18036,16478
2017-03-08,23,17271,15459
2017-03-08,24,16054,14321
2017-03-09,1,15238,13694
2017-03-09,2,15183,13408
2017-03-09,3,15200,13339
2017-03-09,4,15098,13327
2017-03-09,5,15284,13521
2017-03-09,6,15737,14213
2017-03-09,7,17037,15314
2017-03-09,8,17941,16469
2017-03-09,9,18005,16596
2017-03-09,10,17929,16277
2017-03-09,11,17612,16071
2017-03-09,12,17476,15854
2017-03-09,13,17404,15634
2017-03-09,14,17441,15678
2017-03-09,15,17493,15725
2017-03-09,16,17723,15848
2017-03-09,17,18359,16420
2017-03-09,18,18952,17087
2017-03-09,19,19942,17971
2017-03-09,20,20096,18250
2017-03-09,21,19911,18003
2017-03-09,22,19057,17401
2017-03-09,23,18508,16244
2017-03-09,24,17024,15095
2017-03-10,1,16803,14361
2017-03-10,2,16438,13877
2017-03-10,3,16402,13652
2017-03-10,4,16202,13482
2017-03-10,5,16385,13698
2017-03-10,6,17368,14564
2017-03-10,7,18582,15628
2017-03-10,8,19682,16624
2017-03-10,9,19375,16501
2017-03-10,10,19161,16380
2017-03-10,11,19387,16384
2017-03-10,12,19246,16220
2017-03-10,13,18983,16044
2017-03-10,14,19015,15970
2017-03-10,15,19236,16094
2017-03-10,16,19678,16538
2017-03-10,17,20282,17143
2017-03-10,18,20811,17896
2017-03-10,19,21422,18608
2017-03-10,20,21625,18803
2017-03-10,21,20891,18592
2017-03-10,22,20220,17930
2017-03-10,23,19451,16987
2017-03-10,24,18151,15808
2017-03-11,1,17736,15227
2017-03-11,2,17517,14842
2017-03-11,3,17574,14693
2017-03-11,4,17495,14524
2017-03-11,5,17530,14493
2017-03-11,6,17687,14775
2017-03-11,7,18122,15356
2017-03-11,8,18453,15852
2017-03-11,9,17827,15902
2017-03-11,10,17823,15923
2017-03-11,11,18743,16043
2017-03-11,12,18858,16252
2017-03-11,13,18808,16024
2017-03-11,14,18743,15965
2017-03-11,15,18896,15912
2017-03-11,16,18840,15950
2017-03-11,17,19494,16578
2017-03-11,18,20086,17448
2017-03-11,19,20857,18198
2017-03-11,20,20789,18260
2017-03-11,21,19760,17742
2017-03-11,22,19133,17003
2017-03-11,23,18373,16148
2017-03-11,24,18180,15440
2017-03-12,1,17428,14953
2017-03-12,2,17229,14501
2017-03-12,3,16970,14233
2017-03-12,4,17134,14351
2017-03-12,5,17167,14551
2017-03-12,6,16875,14953
2017-03-12,7,16769,15312
2017-03-12,8,17141,15523
2017-03-12,9,17217,15627
